CODIBGE_domicílio do devedor;COMARCA_ABR - DOMICILIO DO DEVEDOR;CODIBGE_ABR_Praça de Protesto;PRAÇA DE PROTESTO;ABR_UF;;
3144102;MUZAMBINHO;3144102;MUZAMBINHO;MG;;
3148608;NACIP RAYDAN;3144201;PECANHA;MG;;
3144300;NANUQUE;3144300;NANUQUE;MG;;
3100500;NAQUE;3143359;ACUCENA;MG;;
3144409;NATERCIA;3144409;NATERCIA;MG;;
3162500;NAZARENO;3144508;SAO JOAO DEL REI;MG;;
3144607;NEPOMUCENO;3144607;NEPOMUCENO;MG;;
3162708;NINHEIRA;3144656;SAO JOAO DO PARAISO;MG;;
3139607;NOVA BELEM;3144672;MANTENA;MG;;
3144706;NOVA ERA;3144706;NOVA ERA;MG;;
3144805;NOVA LIMA;3144805;NOVA LIMA;MG;;
3132701;NOVA MODICA;3144904;ITAMBACURI;MG;;
3145000;NOVA PONTE;3145000;NOVA PONTE;MG;;
3145109;NOVA RESENDE;3145109;NOVA RESENDE;MG;;
3145208;NOVA SERRANA;3145208;NOVA SERRANA;MG;;
3110004;NOVA UNIAO;3136603;CAETE;MG;;
3145307;NOVO CRUZEIRO;3145307;NOVO CRUZEIRO;MG;;
3168606;NOVO ORIENTE DE MINAS;3145356;TEOFILO OTONI;MG;;
3138609;OLARIA;3145406;LIMA DUARTE;MG;;
3107307;OLHOS DE AGUA;3145455;BOCAIUVA;MG;;
3137809;OLIMPIO NORONHA;3145505;LAMBARI;MG;;
3145604;OLIVEIRA;3145604;OLIVEIRA;MG;;
3160702;OLIVEIRA FORTES;3145703;SANTOS DUMONT;MG;;
3147105;ONCA DO PITANGUI;3145802;PARA DE MINAS;MG;;
3152105;ORATORIOS;3145851;PONTE NOVA;MG;;
3145901;OURO BRANCO;3145901;OURO BRANCO;MG;;
3146008;OURO FINO;3146008;OURO FINO;MG;;
3146107;OURO PRETO;3146107;OURO PRETO;MG;;
3157005;PADRE CARVALHO;3146255;SALINAS;MG;;
3100203;PAINEIRAS;3146404;ABAETE;MG;;
3104205;PAINS;3146503;ARCOS;MG;;
3160702;PAIVA;3146602;SANTOS DUMONT;MG;;
3146701;PALMA;3146701;PALMA;MG;;
3101706;PALMOPOLIS;3146750;ALMENARA;MG;;
3151404;PAPAGAIOS;3146909;PITANGUI;MG;;
3147105;PARA DE MINAS;3147105;PARA DE MINAS;MG;;
3147006;PARACATU;3147006;PARACATU;MG;;
3147204;PARAGUACU;3147204;PARAGUACU;MG;;
3147303;PARAISOPOLIS;3147303;PARAISOPOLIS;MG;;
3147402;PARAOPEBA;3147402;PARAOPEBA;MG;;
3147600;PASSA QUATRO;3147600;PASSA QUATRO;MG;;
3147709;PASSA TEMPO;3147709;PASSA TEMPO;MG;;
3101201;PASSA VINTE;3147808;AIURUOCA;MG;;
3131703;PASSABEM;3147501;ITABIRA;MG;;
3147907;PASSOS;3147907;PASSOS;MG;;
3148004;PATOS DE MINAS;3148004;PATOS DE MINAS;MG;;
3148103;PATROCINIO;3148103;PATROCINIO;MG;;
3124906;PATROCINIO DE MURIAE;3148202;EUGENOPOLIS;MG;;
3171303;PAULA CANDIDO;3148301;VICOSA;MG;;
3168606;PAVAO ;3148509;TEOFILO OTONI;MG;;
3148608;PECANHA;3148608;PECANHA;MG;;
3148707;PEDRA AZUL;3148707;PEDRA AZUL;MG;;
3100302;PEDRA BONITA;3148756;ABRE CAMPO;MG;;
3160405;PEDRA DO INDAIA;3148905;SANTO ANTONIO DO MONTE;MG;;
3149101;PEDRALVA;3149101;PEDRALVA;MG;;
3135209;PEDRAS DE MARIA DA CRUZ;3149150;JANUARIA;MG;;
3149804;PEDRINOPOLIS;3149200;PERDIZES;MG;;
3149309;PEDRO LEOPOLDO;3149309;PEDRO LEOPOLDO;MG;;
3106903;PEQUERI;3149507;BICAS;MG;;
3147105;PEQUI ;3149606;PARA DE MINAS;MG;;
3145208;PERDIGAO;3149705;NOVA SERRANA;MG;;
3149804;PERDIZES;3149804;PERDIZES;MG;;
3149903;PERDOES;3149903;PERDOES;MG;;
3127701;PERIQUITO;3149952;GOVERNADOR VALADARES;MG;;
3132701;PESCADOR;3150000;ITAMBACURI;MG;;
3113404;PIEDADE DE CARATINGA;3150158;CARATINGA;MG;;
3135506;PIEDADE DE PONTE NOV;3150208;JEQUERI;MG;;
3108107;PIEDADE DO GERAIS;3150406;BONFIM MG;MG;;
3105608;PIEDADE DO RIO GRAND;3150307;BARBACENA;MG;;
3126109;PIMENTA;3150505;FORMIGA;MG;;
3161106;PINTOPOLIS;3150570;SAO FRANCISCO;MG;;
3147709;PIRACEMA;3150604;PASSA TEMPO;MG;;
3117306;PIRAJUBA;3150703;CONCEICAO DAS ALAGOAS;MG;;
3150802;PIRANGA;3150802;PIRANGA;MG;;
3132404;PIRANGUCU;3150901;ITAJUBA;MG;;
3108909;PIRANGUINHO;3151008;BRAZOPOLIS;MG;;
3151107;PIRAPETINGA;3151107;PIRAPETINGA;MG;;
3151206;PIRAPORA;3151206;PIRAPORA;MG;;
3128402;PIRAUBA;3151305;GUARANI;MG;;
3151404;PITANGUI;3151404;PITANGUI;MG;;
3151503;PIUMHI;3151503;PIUMHI;MG;;
3127107;PLANURA;3151602;FRUTAL;MG;;
3151701;POCO FUNDO;3151701;POCO FUNDO;MG;;
3151800;POCOS DE CALDAS;3151800;POCOS DE CALDAS;MG;;
3131208;POCRANE;3151909;IPANEMA;MG;;
3152006;POMPEU;3152006;POMPEU;MG;;
3152105;PONTE NOVA;3152105;PONTE NOVA;MG;;
3152204;PORTEIRINHA;3152204;PORTEIRINHA;MG;;
3150802;PORTO FIRME;3152303;PIRANGA;MG;;
3152501;POUSO ALEGRE;3152501;POUSO ALEGRE;MG;;
3152709;PRADOS;3152709;PRADOS;MG;;
3152808;PRATA;3152808;PRATA;MG;;
3152907;PRATAPOLIS;3152907;PRATAPOLIS;MG;;
3150802;PRESIDENTE BERNARDES;3153103;PIRANGA;MG;;
3120904;PRESIDENTE JUSCELINO;3153202;CURVELO;MG;;
3153400;PRESIDENTE OLEGARI;3137106;PRESIDENTE OLEGARIO;MG;;
3153400;PRESIDENTE OLEGARIO;3153400;PRESIDENTE OLEGARIO;MG;;
3141108;PRUDENTE DE MORAIS;3153608;MATOZINHOS;MG;;
3144805;RAPOSOS;3153905;NOVA LIMA;MG;;
3154002;RAUL SOARES;3154002;RAUL SOARES;MG;;
3154200;RESENDE COSTA;3154200;RESENDE COSTA;MG;;
3154309;RESPLENDOR;3154309;RESPLENDOR;MG;;
3105608;RESSAQUINHA;3154408;BARBACENA;MG;;
3108206;RIACHINHO;3154457;BONFINOPOLIS DE MINAS;MG;;
3154606;RIBEIRAO DAS NEVES;3154606;RIBEIRAO DAS NEVES;MG;;
3138203;RIBEIRAO VERMELHO;3154705;LAVRAS;MG;;
3144805;RIO ACIMA;3154804;NOVA LIMA;MG;;
3154903;RIO CASCA;3154903;RIO CASCA;MG;;
3101706;RIO DO PRADO;3155108;ALMENARA;MG;;
3152105;RIO DOCE;3155009;PONTE NOVA;MG;;
3155405;RIO NOVO;3155405;RIO NOVO;MG;;
3155504;RIO PARANAIBA;3155504;RIO PARANAIBA;MG;;
3155603;RIO PARDO DE MINAS;3155603;RIO PARDO DE MINAS;MG;;
3155702;RIO PIRACICABA;3155702;RIO PIRACICABA;MG;;
3155801;RIO POMBA;3155801;RIO POMBA;MG;;
3155900;RIO PRETO;3155900;RIO PRETO;MG;;
3156007;RIO VERMELHO;3156007;RIO VERMELHO;MG;;
3162500;RITAPOLIS;3156106;SAO JOAO DEL REI;MG;;
3162906;ROCHEDO DE MINAS;3156205;SAO JOAO NEPOMUCENO;MG;;
3169901;RODEIRO;3156304;UBA;MG;;
3143906;ROSARIO DE LIMEIRA;3156452;MURIAE;MG;;
3157005;RUBELITA;3156502;SALINAS;MG;;
3101706;RUBIM;3156601;ALMENARA;MG;;
3161007;S DOMINGOS PRATA;3121803;SAO DOMINGOS DO PRATA;MG;;
3133402;S FRANCISCO DE SALES;3161304;ITAPAGIPE;MG;;
3127701;S GERALDO DA PIEDADE;3161601;GOVERNADOR VALADARES;MG;;
3127305;S GERALDO DO BAIXIO;3161650;GALILEIA;MG;;
3148004;S GONCALO DO ABAETE;3161700;PATOS DE MINAS;MG;;
3147105;S GONCALO DO PARA;3161809;PARA DE MINAS;MG;;
3157203;S GONCALO DO RIO BAI;3161908;SANTA BARBARA MG;MG;;
3167400;S JOAO DA MATA;3162302;SILVIANOPOLIS;MG;;
3139300;S JOAO DAS MISSOES;3162450;MANGA;MG;;
3171204;S JOSE DA LAPA;3162955;VESPASIANO;MG;;
3158201;S JOSE DA SAFIRA;3163003;SANTA MARIA DO SUACUI;MG;;
3149101;S JOSE DO ALEGRE;3163201;PEDRALVA;MG;;
3171303;S MIGUEL DO ANTA;3163805;VICOSA;MG;;
3128709;S PEDRO DA UNIAO;3163904;GUAXUPE;MG;;
3159605;S SEBASTIAO DA BELA;3164407;SANTA RITA DO SAPUCAI;MG;;
3133501;S SEBASTIAO DO OESTE;3164605;ITAPECERICA;MG;;
3117504;S SEBASTIAO RIO PRET;3164803;CONCEICAO DO MATO DENTRO;MG;;
3142205;S SEBASTIAO V ALEGRE;3164431;MIRAI;MG;;
3156700;SABARA;3156700;SABARA;MG;;
3156809;SABINOPOLIS;3156809;SABINOPOLIS;MG;;
3156908;SACRAMENTO;3156908;SACRAMENTO;MG;;
3157005;SALINAS;3157005;SALINAS;MG;;
3157203;SANTA BARBARA;3157203;SANTA BARBARA;MG;;
3105608;SANTA BARBARA DO TUGURIO;3157302;BARBACENA;MG;;
3100906;SANTA HELENA DE MINAS;3157658;AGUAS FORMOSAS;MG;;
3145000;SANTA JULIANA;3157708;NOVA PONTE;MG;;
3157807;SANTA LUZIA;3157807;SANTA LUZIA;MG;;
3100302;SANTA MARGARIDA;3157906;ABRE CAMPO;MG;;
3158201;SANTA MARIA DO SUACUI;3158201;SANTA MARIA DO SUACUI;MG;;
3159209;SANTA RITA DE CALDAS;3159209;SANTA RITA DE CALDAS;MG;;
3154309;SANTA RITA DO ITUETO;3159506;RESPLENDOR;MG;;
3159605;SANTA RITA DO SAPUCAI;3159605;SANTA RITA DO SAPUCAI;MG;;
3159803;SANTA VITORIA;3159803;SANTA VITORIA;MG;;
3115300;SANTANA DE CATAGUASE;3158409;CATAGUASES;MG;;
3167202;SANTANA DE PIRAPAMA;3158508;SETE LAGOAS;MG;;
3141702;SANTANA DO PARAISO;3158953;MESQUITA MG;MG;;
3118304;SANTANA DOS MONTES;3159100;CONSELHEIRO LAFAIETE;MG;;
3160405;SANTO ANTONIO DO MONTE;3160405;SANTO ANTONIO DO MONTE;MG;;
3155603;SANTO ANTONIO DO RETIRO;3160454;RIO PARDO DE MINAS;MG;;
3134707;SANTO ANTONIO JACINT;3160306;JACINTO;MG;;
3160702;SANTOS DUMONT;3160702;SANTOS DUMONT;MG;;
3123908;SAO BRAS DO SUACUI;3160900;ENTRE RIOS DE MINAS;MG;;
3130903;SAO DOMINGOS DAS DOR;3160959;INHAPIM;MG;;
3161007;SAO DOMINGOS DO PRATA;3161007;SAO DOMINGOS DO PRATA;MG;;
3139607;SAO FELIX DE MINAS;3161056;MANTENA;MG;;
3145604;SAO FRANCISCO DE PAULA;3161205;OLIVEIRA;MG;;
3162005;SAO GONCALO DO SAPUCAI;3162005;SAO GONCALO DO SAPUCAI;MG;;
3162104;SAO GOTARDO;3162104;SAO GOTARDO;MG;;
3118809;SAO JOAO DA LAGOA;3162252;CORACAO DE JESUS;MG;;
3162401;SAO JOAO DA PONTE;3162401;SAO JOAO DA PONTE;MG;;
3162500;SAO JOAO DEL REI;3162500;SAO JOAO DEL REI;MG;;
3139409;SAO JOAO DO MANHUACU;3162559;MANHUACU;MG;;
3130903;SAO JOAO DO ORIENTE;3162609;INHAPIM;MG;;
3162708;SAO JOAO DO PARAISO;3162708;SAO JOAO DO PARAISO;MG;;
3162807;SAO JOAO EVANGELISTA;3162807;SAO JOAO EVANGELISTA;MG;;
3139607;SAO JOAO MANTENINHA;3162575;MANTENA;MG;;
3162906;SAO JOAO NEPOMUCENO;3162906;SAO JOAO NEPOMUCENO;MG;;
3130101;SAO JOAQUIM DE BICAS;3162922;IGARAPE;MG;;
3147105;SAO JOSE DA VARGINHA;3163102;PARA DE MINAS;MG;;
3132701;SAO JOSE DO DIVINO;3163300;ITAMBACURI;MG;;
3161007;SAO JOSE DO GOIABAL;3163409;SAO DOMINGOS DO PRATA;MG;;
3148608;SAO JOSE DO JACURI;3163508;PECANHA;MG;;
3163706;SAO LOURENCO;3163706;SAO LOURENCO;MG;;
3148608;SAO PEDRO DO SUACUI;3164100;PECANHA;MG;;
3154903;SAO PEDRO DOS FERROS;3164001;RIO CASCA;MG;;
3164209;SAO ROMAO;3164209;SAO ROMAO;MG;;
3164308;SAO ROQUE DE MINAS;3164308;SAO ROQUE DE MINAS;MG;;
3158201;SAO SEBAST MARANHAO;3164506;SANTA MARIA DO SUACUI;MG;;
3130903;SAO SEBASTIAO DO ANT;3164472;INHAPIM;MG;;
3164704;SAO SEBASTIAO DO PARAISO;3164704;SAO SEBASTIAO DO PARAISO;MG;;
3163706;SAO SEBASTIAO DO RIO VERDE;3164902;SAO LOURENCO;MG;;
3162500;SAO TIAGO;3165008;SAO JOAO DEL REI;MG;;
3164704;SAO TOMAS DE AQUINO;3165107;SAO SEBASTIAO DO PARAISO;MG;;
3169307;SAO TOME DAS LETRAS;3165206;TRES CORACOES;MG;;
3147303;SAPUCAI MIRIM;3165404;PARAISOPOLIS;MG;;
3171808;SARDOA;3165503;VIRGINOPOLIS;MG;;
3102308;SEM PEIXE;3165560;ALVINOPOLIS;MG;;
3165701;SENADOR FIRMINO;3165701;SENADOR FIRMINO;MG;;
3121605;SENADOR M GONCALVES;3165909;DIAMANTINA;MG;;
3150802;SENHORA DE OLIVEIRA;3166006;PIRANGA;MG;;
3105608;SENHORA DOS REMEDIOS;3166204;BARBACENA;MG;;
3100302;SERICITA;3166303;ABRE CAMPO;MG;;
3123205;SERRA DA SAUDADE;3166600;DORES DO INDAIA;MG;;
3134608;SERRA DO CIPO;3159001;JABOTICATUBAS;MG;;
3148103;SERRA DO SALITRE;3166808;PATROCINIO;MG;;
3144300;SERRA DOS AIMORES;3166709;NANUQUE;MG;;
3167103;SERRO;3167103;SERRO;MG;;
3167202;SETE LAGOAS;3167202;SETE LAGOAS;MG;;
3155801;SILVEIRANIA;3167301;RIO POMBA;MG;;
3167400;SILVIANOPOLIS;3167400;SILVIANOPOLIS;MG;;
3139409;SIMONESIA;3167608;MANHUACU;MG;;
3147907;SJ BATISTA DO GLORIA;3162203;PASSOS;MG;;
3168408;SOBRALIA;3167707;TARUMIRIM;MG;;
3163706;SOLEDADE DE MINAS;3167806;SAO LOURENCO;MG;;
3113404;STA BARBARA DO LESTE;3157252;CARATINGA;MG;;
3155900;STA BARBARA MONTE VE;3157278;RIO PRETO;MG;;
3152105;STA CRUZ DO ESCALVAD;3157401;PONTE NOVA;MG;;
3131703;STA MARIA DE ITABIRA;3158003;ITABIRA;MG;;
3155900;STA RITA DE JACUTING;3159308;RIO PRETO;MG;;
3108008;STO ANTONIO DO AMPAR;3159902;BOM SUCESSO MG;MG;;
3154903;STO ANTONIO DO GRAMA;3160108;RIO CASCA;MG;;
3117504;STO ANTONIO RIO ABAI;3160504;CONCEICAO DO MATO DENTRO;MG;;
3155801;TABULEIRO;3167905;RIO POMBA;MG;;
3168002;TAIOBEIRAS;3168002;TAIOBEIRAS;MG;;
3105103;TAPIRAI;3168200;BAMBUI;MG;;
3110004;TAQUARACU DE MINAS;3168309;CAETE;MG;;
3168408;TARUMIRIM;3168408;TARUMIRIM;MG;;
3168507;TEIXEIRAS;3168507;TEIXEIRAS;MG;;
3168606;TEOFILO OTONI;3168606;TEOFILO OTONI;MG;;
3168705;TIMOTEO;3168705;TIMOTEO;MG;;
3162500;TIRADENTES;3168804;SAO JOAO DEL REI;MG;;
3168903;TIROS;3168903;TIROS;MG;;
3108305;TOCOS DO MOGI;3169059;BORDA DA MATA;MG;;
3125101;TOLEDO;3169109;EXTREMA;MG;;
3169208;TOMBOS;3169208;TOMBOS;MG;;
3169307;TRES CORACOES;3169307;TRES CORACOES;MG;;
3169356;TRES MARIAS;3169356;TRES MARIAS;MG;;
3169406;TRES PONTAS;3169406;TRES PONTAS;MG;;
3118403;TUMIRITINGA;3169505;CONSELHEIRO PENA;MG;;
3169604;TUPACIGUARA;3169604;TUPACIGUARA;MG;;
3169703;TURMALINA;3169703;TURMALINA;MG;;
3167400;TURVOLANDIA;3169802;SILVIANOPOLIS;MG;;
3169901;UBA;3169901;UBA;MG;;
3108602;UBAI;3170008;BRASILIA DE MINAS;MG;;
3113404;UBAPORANGA;3170057;CARATINGA;MG;;
3170107;UBERABA;3170107;UBERABA;MG;;
3170206;UBERLANDIA;3170206;UBERLANDIA;MG;;
3100906;UMBURATIBA;3170305;AGUAS FORMOSAS;MG;;
3170404;UNAI;3170404;UNAI;MG;;
3135506;URUCANIA;3170503;JEQUERI;MG;;
3104502;URUCUIA;3170529;ARINOS;MG;;
3104502;URUNA DE MINAS;3170479;ARINOS;MG;;
3113404;VARGEM ALEGRE;3170578;CARATINGA;MG;;
3164308;VARGEM BONITA;3170602;SAO ROQUE DE MINAS;MG;;
3170701;VARGINHA;3170701;VARGINHA;MG;;
3148004;VARJAO DE MINAS;3170750;PATOS DE MINAS;MG;;
3170800;VARZEA DA PALMA;3170800;VARZEA DA PALMA;MG;;
3162401;VARZELANDIA;3170909;SAO JOAO DA PONTE;MG;;
3171006;VAZANTE;3171006;VAZANTE;MG;;
3169703;VEREDINHA;3171071;TURMALINA;MG;;
3170107;VERISSIMO;3171105;UBERABA;MG;;
3154002;VERMELHO NOVO;3171154;RAUL SOARES;MG;;
3171204;VESPASIANO;3171204;VESPASIANO;MG;;
3171303;VICOSA;3171303;VICOSA;MG;;
3103405;VIRGEM DA LAPA;3171600;ARACUAI;MG;;
3133105;VIRGINIA;3171709;ITANHANDU;MG;;
3171808;VIRGINOPOLIS;3171808;VIRGINOPOLIS;MG;;
3148608;VIRGOLANDIA;3171907;PECANHA;MG;;
3172004;VISCONDE DO RIO BRANCO;3172004;VISCONDE DO RIO BRANCO;MG;;
3101508;VOLTA GRANDE;3172103;ALEM PARAIBA;MG;;
3132404;WENCESLAU BRAZ;3172202;ITAJUBA;MG;;
5000203;AGUA CLARA;5000203;AGUA CLARA;MS;;
5003306;ALCINOPOLIS;5000252;COXIM;MS;;
5000609;AMAMBAI;5000609;AMAMBAI;MS;;
5000708;ANASTACIO;5000708;ANASTACIO;MS;;
5000807;ANAURILANDIA;5000807;ANAURILANDIA;MS;;
5000856;ANGELICA;5000856;ANGELICA;MS;;
5001003;APARECIDA DO TABOADO;5001003;APARECIDA DO TABOADO;MS;;
5001102;AQUIDAUANA;5001102;AQUIDAUANA;MS;;
5006606;ARAL MOREIRA ;5001243;PONTA PORA;MS;;
5001508;BANDEIRANTES;5001508;BANDEIRANTES;MS;;
5001904;BATAGUASSU;5001904;BATAGUASSU;MS;;
5002001;BATAYPORA;5002001;BATAYPORA;MS;;
5002100;BELA VISTA;5002100;BELA VISTA;MS;;
5005608;BODOQUENA;5002159;MIRANDA;MS;;
5002209;BONITO;5002209;BONITO;MS;;
5002308;BRASILANDIA;5002308;BRASILANDIA;MS;;
5002407;CAARAPO;5002407;CAARAPO;MS;;
5002605;CAMAPUA;5002605;CAMAPUA;MS;;
5002704;CAMPO GRANDE;5002704;CAMPO GRANDE;MS;;
5002100;CARACOL;5002803;BELA VISTA;MS;;
5002902;CASSILANDIA;5002902;CASSILANDIA;MS;;
5002951;CHAPADAO DO SUL;5002951;CHAPADAO DO SUL;MS;;
5007307;CORGUINHO;5003108;RIO NEGRO;MS;;
5000609;CORONEL SAPUCAIA;5003157;AMAMBAI;MS;;
5003207;CORUMBA;5003207;CORUMBA;MS;;
5003256;COSTA RICA;5003256;COSTA RICA;MS;;
5003306;COXIM;5003306;COXIM;MS;;
5003454;DEODAPOLIS;5003454;DEODAPOLIS;MS;;
5003488;DOIS IRMAOS DO BURITI;5003488;DOIS IRMAOS DO BURITI;MS;;
5004502;DOURADINA;5003504;ITAPORA;MS;;
5003702;DOURADOS;5003702;DOURADOS;MS;;
5003751;ELDORADO;5003751;ELDORADO;MS;;
5003801;FATIMA DO SUL;5003801;FATIMA DO SUL;MS;;
5002605;FIGUEIRAO;5003900;CAMAPUA;MS;;
5004007;GLORIA DE DOURADOS;5004007;GLORIA DE DOURADOS;MS;;
5005004;GUIA LOPES DA LAGUNA;5004106;JARDIM;MS;;
5004304;IGUATEMI;5004304;IGUATEMI;MS;;
5004403;INOCENCIA;5004403;INOCENCIA;MS;;
5004502;ITAPORA;5004502;ITAPORA;MS;;
5004601;ITAQUIRAI;5004601;ITAQUIRAI;MS;;
5004700;IVINHEMA;5004700;IVINHEMA;MS;;
5005681;JAPORA;5004809;MUNDO NOVO;MS;;
5001508;JARAGUARI;5004908;BANDEIRANTES MS;MS;;
5005004;JARDIM;5005004;JARDIM;MS;;
5003801;JATEI;5005103;FATIMA DO SUL;MS;;
5002407;JUTI;5005152;CAARAPO;MS;;
5005400;MARACAJU;5005400;MARACAJU;MS;;
5005608;MIRANDA;5005608;MIRANDA;MS;;
5005681;MUNDO NOVO;5005681;MUNDO NOVO;MS;;
5005707;NAVIRAI;5005707;NAVIRAI;MS;;
5005806;NIOAQUE;5005806;NIOAQUE;MS;;
5006002;NOVA ALVORADA DO SUL;5006002;NOVA ALVORADA DO SUL;MS;;
5006200;NOVA ANDRADINA;5006200;NOVA ANDRADINA;MS;;
5004700;NOVO HORIZONTE DO SUL;5006259;IVINHEMA;MS;;
5002951;PARAISO DAS AGUAS;5006275;CHAPADAO DO SUL;MS;;
5006309;PARANAIBA;5006309;PARANAIBA;MS;;
5007703;PARANHOS;5006358;SETE QUEDAS;MS;;
5006408;PEDRO GOMES;5006408;PEDRO GOMES;MS;;
5006606;PONTA PORA;5006606;PONTA PORA;MS;;
5006903;PORTO MURTINHO;5006903;PORTO MURTINHO;MS;;
5007109;RIBAS DO RIO PARDO;5007109;RIBAS DO RIO PARDO;MS;;
5007208;RIO BRILHANTE;5007208;RIO BRILHANTE;MS;;
5007307;RIO NEGRO;5007307;RIO NEGRO;MS;;
5007406;RIO VERDE DE MATO GROSSO;5007406;RIO VERDE DE MATO GROSSO;MS;;
5007307;ROCHEDO;5007505;RIO NEGRO;MS;;
5007695;SAO GABRIEL DO OESTE;5007695;SAO GABRIEL DO OESTE;MS;;
5008305;SELVIRIA;5007802;TRÊS LAGOAS ;MS;;
5007703;SETE QUEDAS;5007703;SETE QUEDAS;MS;;
5007901;SIDROLANDIA;5007901;SIDROLANDIA;MS;;
5007935;SONORA;5007935;SONORA;MS;;
5001904;STA RITA DO PARDO;5007554;BATAGUASSU;MS;;
5002001;TAQUARUSSU;5007976;BATAYPORA;MS;;
5008008;TERENOS;5008008;TERENOS;MS;;
5008305;TRES LAGOAS;5008305;TRES LAGOAS;MS;;
5003801;VICENTINA;5008404;FATIMA DO SUL;MS;;
5103403;ACORIZA;5100102;CUIABA;MT;;
5100201;AGUA BOA;5100201;AGUA BOA;MT;;
5100250;ALTA FLORESTA;5100250;ALTA FLORESTA;MT;;
5100300;ALTO ARAGUAIA;5100300;ALTO ARAGUAIA;MT;;
5107859;ALTO BOA VISTA;5100359;SAO FELIX DO ARAGUAIA;MT;;
5100409;ALTO GARCAS;5100409;ALTO GARCAS;MT;;
5100607;ALTO TAQUARI;5100607;ALTO TAQUARI;MT;;
5100805;APIACAS;5100805;APIACAS;MT;;
5101803;ARAGUAIANA;5101001;BARRA DO GARCAS;MT;;
5101258;ARAPUTANGA;5101258;ARAPUTANGA;MT;;
5101308;ARENAPOLIS;5101308;ARENAPOLIS;MT;;
5101407;ARIPUANA;5101407;ARIPUANA;MT;;
5101704;BARRA DO BUGRES;5101704;BARRA DO BUGRES;MT;;
5101803;BARRA DO GARCAS;5101803;BARRA DO GARCAS;MT;;
5107180;BOM JESUS DO ARAGUAI;5101852;RIBEIRAO CASCALHEIRA;MT;;
5101902;BRASNORTE;5101902;BRASNORTE;MT;;
5102504;CACERES;5102504;CACERES;MT;;
5102603;CAMPINAPOLIS;5102603;CAMPINAPOLIS;MT;;
5102637;CAMPO NOVO DO PARECIS;5102637;CAMPO NOVO DO PARECIS;MT;;
5102678;CAMPO VERDE;5102678;CAMPO VERDE;MT;;
5103304;CAMPOS DE JULIO;5102686;COMODORO;MT;;
5102702;CANARANA;5102702;CANARANA;MT;;
5100250;CARLINDA;5102793;ALTA FLORESTA;MT;;
5103007;CHAPADA DOS GUIMARAE;5106455;CHAPADA DOS GUIMARAES;MT;;
5103007;CHAPADA DOS GUIMARAES;5103007;CHAPADA DOS GUIMARAES;MT;;
5103007;CHAPADA GUIMARAES;5106208;CHAPADA DOS GUIMARAES;MT;;
5103056;CLAUDIA;5103056;CLAUDIA;MT;;
5100201;COCALINHO ;5103106;AGUA BOA;MT;Karina PA em 04/03/21;
5103205;COLIDER;5103205;COLIDER;MT;;
5103254;COLNIZA;5103254;COLNIZA;MT;;
5103304;COMODORO;5103304;COMODORO;MT;;
5106778;CONFRESA;5103353;PORTO ALEGRE DO NORTE;MT;;
5106752;CONQUISTA D OESTE;5103361;PONTES E LACERDA;MT;;
5103379;COTRIGUACU;5103379;COTRIGUACU;MT;;
5103403;CUIABA;5103403;CUIABA;MT;;
5102504;CURVELANDIA;5103437;CACERES;MT;;
5101704;DENISE;5103452;BARRA DO BUGRES;MT;;
5103502;DIAMANTINO;5103502;DIAMANTINO;MT;;
5103601;DOM AQUINO;5103601;DOM AQUINO;MT;;
5103700;FELIZ NATAL;5103700;FELIZ NATAL;MT;;
5101803;GENERAL CARNEIRO;5103908;BARRA DO GARCAS;MT;;
5106828;GLORIA D'OESTE;5103957;PORTO ESPERIDIAO;MT;;
5104104;GUARANTA DO NORTE;5104104;GUARANTA DO NORTE;MT;;
5106307;GUAUCHA DO NORTE;5103858;PARANATINGA;MT;;
5104203;GUIRATINGA;5104203;GUIRATINGA;MT;;
5101258;INDIAVAI;5104500;ARAPUTANGA;MT;;
5107925;IPIRANGA DO NORTE;5104526;SORRISO;MT;;
5108006;ITANHANGA;5104542;TAPURAH;MT;;
5104559;ITAUBA;5104559;ITAUBA;MT;;
5104609;ITIQUIRA;5104609;ITIQUIRA;MT;;
5104807;JACIARA;5104807;JACIARA;MT;;
5107701;JANGADA;5104906;ROSARIO OESTE;MT;;
5105002;JAURU;5105002;JAURU;MT;;
5105101;JUARA;5105101;JUARA;MT;;
5105150;JUINA;5105150;JUINA;MT;;
5103379;JURUENA;5105176;COTRIGUACU;MT;;
5105200;JUSCIMEIRA;5105200;JUSCIMEIRA;MT;;
5107206;LAMBARI D'OESTE;5105234;RIO BRANCO;MT;;
5103502;LAVOURAS;5100508;DIAMANTINO;MT;;
5105259;LUCAS DO RIO VERDE;5105259;LUCAS DO RIO VERDE;MT;;
5107859;LUCIARA;5105309;SAO FELIX DO ARAGUAIA;MT;;
5105580;MARCELANDIA;5105580;MARCELANDIA;MT;;
5105606;MATUPA;5105606;MATUPA;MT;;
5105622;MIRASSOL D'OESTE;5105622;MIRASSOL D'OESTE;MT;;
5106802;N HORIZONTE DO NORTE;5106273;PORTO DOS GAUCHOS;MT;;
5105903;NOBRES;5105903;NOBRES;MT;;
5106000;NORTELANDIA;5106000;NORTELANDIA;MT;;
5108402;NOSSA SRA LIVRAMENTO;5106109;VARZEA GRANDE;MT;;
5108956;NOVA BANDEIRANTES ;5106158;NOVA MONTE VERDE ;MT;;
